ID,BD,LF,NL,AY,WRaps,SM,WW,WG,ZR,WT,WR,AG,WT_Bio,SG_Bio,LU_Bio,ZR_Bio,WW_Bio,SM_Bio,Wraps_Bio,WG_Bio,PAST,PASE,FRSD,URLD,linE,Nmin,Norg,Pmin,Porg,SQ,BAU,LSH,LSP,OrgCrops_total,N_total,P_total,UNIT_000010080,UNIT_000020041,UNIT_000020043,UNIT_000020047,UNIT_000010081,UNIT_000010054,UNIT_000010168,UNIT_000010069,UNIT_000010061,UNIT_000010074,UNIT_000020070,UNIT_000010130,UNIT_000010123,UNIT_000010105,UNIT_000010058,UNIT_000010073,UNIT_000010078,UNIT_000020044,UNIT_000020077,UNIT_000010062,UNIT_000010111,UNIT_000010057,UNIT_000010071,UNIT_000020046,UNIT_000010075,UNIT_000010127,UNIT_000010118,UNIT_000010117,UNIT_000010046,UNIT_000010047,UNIT_000010133,UNIT_000010170,UNIT_000020052,UNIT_000020040,UNIT_000010121,UNIT_000010132,UNIT_000010092,UNIT_000010098,UNIT_000010055,UNIT_000020054,UNIT_000020088,UNIT_000020086,UNIT_000020069,UNIT_000020067,UNIT_000010068,UNIT_000010125,UNIT_000010112,UNIT_000010131,UNIT_000010205,UNIT_000020072,UNIT_000020050,UNIT_000010116,UNIT_000010126,UNIT_000020045,UNIT_000020074,UNIT_000010152,UNIT_000010070,UNIT_000010209,UNIT_000010072,UNIT_000010100,UNIT_000010179,UNIT_000010122,UNIT_000010079,UNIT_000010049,UNIT_000010119,UNIT_000070047,UNIT_000070099,UNIT_000070045,UNIT_000070082,UNIT_000070112,UNIT_000070075,UNIT_000010201,UNIT_000010056,UNIT_000010163,UNIT_000010199,UNIT_000010147,UNIT_000070078,UNIT_000070051,UNIT_000070084,UNIT_000010048,UNIT_000010171,UNIT_000010052,UNIT_000070050,UNIT_000070079,UNIT_000070081,UNIT_000070090,UNIT_000070057,UNIT_000030005,UNIT_000070046,UNIT_000010165,UNIT_000010045,UNIT_000010064,UNIT_000040001,UNIT_000030008,UNIT_000030010,UNIT_000010103,UNIT_000030009,UNIT_000070056,UNIT_000070080,UNIT_000070042,UNIT_000040003,UNIT_000030006,UNIT_000030019,UNIT_000060048,UNIT_000010102,UNIT_000070083,UNIT_000060027,UNIT_000060026,UNIT_000060066,UNIT_000060068,UNIT_000060082,UNIT_000070073,UNIT_000050054,UNIT_000050053,UNIT_000050025,UNIT_000060023,UNIT_000060024,UNIT_000010060,UNIT_000050050,UNIT_000010128,UNIT_000050027,UNIT_000060019,UNIT_000060062,UNIT_000050026,UNIT_000060046,UNIT_000050030,UNIT_000060076,UNIT_000050028,UNIT_000070043,UNIT_000050052,UNIT_000010066,UNIT_000080020,UNIT_000050032,UNIT_000080029,UNIT_000080027,UNIT_000070053,UNIT_000080031,UNIT_000080038,UNIT_000080040,UNIT_000060025,UNIT_000010104,UNIT_000080043,UNIT_000080028,UNIT_000080053,UNIT_000080025,UNIT_000070044,UNIT_000080048,UNIT_000050051,UNIT_000050056,UNIT_000050041,UNIT_000080019,UNIT_000060018,UNIT_000050042,UNIT_000050022,UNIT_000080049,UNIT_000080045,UNIT_000050046,UNIT_000080026,UNIT_000080041,UNIT_000010063,UNIT_000050033,UNIT_000080036,UNIT_000090060,UNIT_000090057,UNIT_000090040,UNIT_000090055,UNIT_000090077,UNIT_000090037,UNIT_000090043,UNIT_000080023,UNIT_000090045,UNIT_000060022,UNIT_000090035,UNIT_000090059,UNIT_000050029,UNIT_000090038,UNIT_000090042,UNIT_000090066,UNIT_000090058,UNIT_000090080,UNIT_000090036,UNIT_000090062,UNIT_000090034,UNIT_000090053,UNIT_000090061
2_1328,20.3,92.4686,11072.15,3.232834,18.08372997,14.20747538,30.8893843,12.96186425,0.928293083,0.006236563,4.578373881,1.034104285,0.411538509,0.777944609,0.672430978,0.441729123,0.883458239,0.441729123,0.075323023,0.150646046,9.195283275,1.64774713,0.156620112,2.456088121,0.65668474,95.869031,60.05136322,14.31978173,37.54677031,0.372484047,0.278654361,0.124034068,0.224827524,3.854799649,155.9203942,51.86655205,1,2,1,4,4,4,4,1,1,1,4,2,2,2,2,4,2,2,2,2,1,4,4,1,1,1,4,3,4,4,1,1,2,1,4,4,3,1,1,2,2,1,2,4,1,1,4,2,1,1,3,2,3,1,2,3,3,2,2,2,2,2,2,1,1,2,2,2,4,2,2,2,4,4,2,2,2,2,2,4,2,4,1,1,2,2,3,4,1,2,2,3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,4,2,2,2,2,1,2,2,1,4,2,1,2,3,1,3,3,2,3,3,2,4,4,2,4,3,3,4,2,4,2,2,3,2,4,1,1,1,1,2,1,3,2,4,2,2,2,3,2,1,4,4,1,2,1,1,2,1,1,3,3,3,1,3,3,3,3,1,3,2,2,2,3,1,1
2_1344,28.1,91.3979,9169.04,2.400195,6.410433859,16.07574029,33.68446492,16.31146818,0.550879824,0,7.265592001,1.836932541,0.427362676,0.550879824,0.073417011,0.514171318,1.041983414,0.514171318,0.417935741,0.822230697,6.778026587,3.868905083,0.156620112,2.698784576,0.842307782,78.83671776,49.44531014,17.53058345,30.64138393,0.108740956,0.219022225,0.627464178,0.044772642,4.362152,128.2820279,48.17196739,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,3,3,3,3,3,4,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2,1,2,3,2,2,2,3,4,3,2,3,2,2,2,2,2,2,2,2,2,2,1,3,3,2,4,3,1,2,2,3,1,4,2,2,3,3,4,3,3,3,1,2,2,3,3,3,3,3,3,3,3,1,3,3,2,3,3,3,1,3,3,3,3,3,2,3,3,3,1,3,3,1,2,1,4,2,4,3,2,2,3,2,3,4,2,3,2,4,2,1,2,4,2,2,2,2,3,2,1,4,4,2,1,4,2,2,3,3,3,3,1,3,3,3,3,1,3,2,2,2,3,1,4
2_1347,12.6,93.7543,10955.53,3.088536,17.47632422,13.79331063,30.82540312,12.66947491,0.765731676,0,4.562539844,1.707925891,0.216147418,0.760454584,0.131002746,0.694953212,1.398270106,0.694953212,0.167373432,0.326383171,9.060020451,1.700816754,0.188332449,2.860582213,0.642845262,93.95257192,59.01748821,13.98986499,37.01165367,0.191134784,0.476817635,0.129586963,0.202460618,4.38953788,152.9700601,51.00151866,3,4,4,2,1,4,2,2,3,3,3,1,4,2,2,2,3,2,2,2,2,2,1,1,3,2,2,2,2,2,4,2,2,2,2,2,2,3,2,4,1,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,2,2,2,4,2,1,1,1,3,2,2,2,3,1,4,2,2,2,3,4,2,2,2,2,2,4,2,3,3,1,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,2,2,2,2,1,2,2,1,4,2,1,2,1,3,4,3,2,3,3,2,4,4,2,4,3,3,4,2,4,2,2,3,2,2,1,1,1,1,2,1,3,2,4,2,2,2,3,3,1,4,4,1,2,1,1,2,1,1,3,1,3,3,3,3,3,3,1,3,2,2,2,3,1,1
2_1349,20.9,90.4229,10980.88,3.229239,17.91156804,14.91782102,32.57023941,13.95059428,1.4484355,0.006236563,5.419019082,0.136142339,0.320028611,0.335229292,0.587186737,0.041635925,0.08327185,0.041635925,0.026435245,0.052870489,9.480047115,1.352628241,0,1.318974332,0.678675839,96.08765781,60.69136187,14.76939574,37.90417249,0.42850486,0.168043025,0.175220368,0.228231746,1.488294075,156.7790197,52.67356824,1,2,1,4,4,4,4,4,1,1,4,2,2,2,2,3,2,2,2,2,1,4,4,1,1,1,4,3,4,4,1,1,2,1,4,4,3,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,3,4,1,1,1,1,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,4,1,1,1,2,4,2,2,2,2,1,2,2,2,2,2,1,3,1,3,3,3,2,3,3,2,1,4,1,2,3,3,4,2,1,1,1,3,1,1,4,2,1,1,1,1,4,4,1,2,2,2,2,1,1,1,1,1,2,1,3,2,1,3,3,3,3,3,3,3,3,3,1,3,2,2,2,3,1,4
2_1354,16,93.265,10940.27,3.109042,17.3279232,13.78658983,31.12490643,13.13455104,0.926061819,0.006236563,5.074773182,1.348087948,0.213558656,0.642068497,0.181583176,0.55127691,1.102553811,0.55127691,0.122767068,0.245534137,9.113090076,1.64774713,0.188332449,2.711081197,0.674074021,93.80801705,59.37200889,13.90441113,37.2425827,0.226270759,0.474183569,0.13429851,0.165247162,3.610619164,153.1800259,51.14699383,1,2,1,2,4,4,4,4,1,1,4,2,2,2,2,2,3,2,2,2,2,2,1,1,3,2,2,2,2,2,4,2,2,2,2,2,2,3,2,4,1,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,2,2,2,4,2,2,1,1,3,2,2,2,3,1,4,2,2,2,3,4,2,2,2,2,2,4,3,3,3,1,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,2,2,2,2,1,2,2,1,4,2,1,2,1,3,3,3,2,3,3,2,4,4,2,4,3,3,4,2,2,1,2,2,2,2,1,1,1,1,2,1,3,2,4,2,2,2,3,3,1,4,4,1,2,1,1,2,1,1,3,1,3,3,3,3,3,3,1,3,2,2,2,3,1,1
2_1355,20.3,92.8186,10638.61,3.09032,16.48896688,14.13155517,30.52013305,13.31817794,0.707296533,0,5.094750346,1.645085349,0.339778592,0.707296533,0.238173233,0.588209917,1.190060611,0.588209917,0.247973547,0.482306309,8.918285722,2.031531123,0.156620112,2.605589138,0.69069127,92.55866763,59.24144667,14.28412219,37.14439926,0.333329019,0.315926065,0.188901977,0.16184294,4.382008659,151.8001143,51.42852145,3,3,3,3,3,4,2,2,1,3,3,1,4,2,2,2,3,2,2,2,2,2,1,1,3,2,2,2,2,4,1,1,2,1,4,4,3,2,1,2,2,1,2,4,1,1,2,2,1,1,3,2,3,1,2,3,3,2,2,2,2,2,2,1,1,2,2,2,4,3,2,2,4,4,2,2,2,2,2,4,2,4,1,1,2,2,3,4,1,2,2,3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,4,2,2,2,2,1,2,2,1,4,2,1,2,1,3,3,3,2,3,3,2,4,4,2,4,3,3,4,2,4,2,2,3,2,2,1,1,1,1,2,1,3,1,4,2,2,2,3,3,1,4,4,1,2,1,1,2,1,1,3,1,3,3,3,3,3,3,1,3,2,2,2,2,1,1
2_1356,9.6,91.2393,12251.87,3.432855,20.1337864,13.46361761,30.36075358,12.81571468,1.117526976,0.006236563,4.827356935,0.883458239,0.256056315,0.697785438,0.512112634,0.441729123,0.883458239,0.441729123,0,0,10.07093208,0.761743272,0.102903297,2.223099525,0.654109492,98.06650303,62.71366584,13.078976,39.38563613,0.421211023,0.389899944,0.010911633,0.1779774,3.232870871,160.7801689,52.46461213,1,2,1,4,4,4,4,4,1,1,4,2,2,2,2,4,2,2,2,2,1,4,4,1,1,1,4,3,4,4,1,1,2,1,4,4,3,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,3,2,2,1,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,4,1,1,1,4,1,4,1,1,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,1,2,4,3,2,2,2,1,2,2,2,2,2,2,2,4,2,1,2,2,2,2,2,2,2,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,2,1,2,4,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,4,1,3,3,3,3,1,3,2,2,2,3,1,1
2_1359,10,93.8093,10929.82,3.087017,17.49863984,13.78977874,30.73619592,12.66594302,0.765731676,0,4.560773898,1.707925891,0.216147418,0.760454584,0.131002746,0.694953212,1.398270106,0.694953212,0.167373432,0.326383171,9.060020451,1.700816754,0.188332449,2.936303506,0.639843241,94.02372327,59.12883286,13.98056211,37.08213549,0.201884619,0.466138991,0.129515772,0.202460618,4.38953788,153.1525561,51.06269759,3,4,4,2,1,4,2,2,3,3,3,1,4,2,2,2,3,2,2,2,2,2,1,2,3,2,2,2,3,2,4,2,2,2,2,2,2,3,2,4,1,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,2,2,2,4,2,1,1,1,3,2,2,2,3,3,4,2,2,2,3,4,2,2,2,2,2,4,2,3,3,1,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,2,2,2,2,1,2,2,1,4,2,1,2,1,3,4,3,2,3,3,2,4,4,2,4,3,3,4,2,4,2,2,1,2,2,1,1,1,1,2,1,3,2,4,2,2,2,3,3,1,4,4,1,2,1,1,2,1,1,3,1,3,3,3,3,3,3,1,3,2,2,2,3,1,1
2_1361,5.7,90.0286,11610.35,3.463188,21.18555199,14.39606979,31.84080988,13.0787381,1.539099665,0.015297231,4.749543331,0.088880835,0.308108926,0.352549344,0.616217856,0.044440418,0.088880835,0.044440418,0,0,9.921431068,0.975963343,0,0.753976986,0.598043618,100.2030123,63.50921834,13.7691978,39.77985483,0.488473536,0.196674735,0.041452554,0.273399174,1.454637796,163.7122307,53.54905264,2,4,4,4,4,4,4,4,4,4,2,1,2,2,2,2,1,2,2,2,1,1,4,2,1,1,4,3,4,4,1,1,2,1,4,4,3,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,3,2,1,3,3,2,3,1,4,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,2,2,2,1,2,2,2,2,2,1,2,4,2,2,1,2,3,1,2,1,2,2,2,3,3,4,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,2,2,2,2,2,1,1,1,4,1,2,1,4,2,1,1,3,1,3,3,3,3,3,3,1,3,2,2,2,2,1,1
2_1362,31.8,91.2764,10707.51,2.74835,12.95259755,15.22229836,32.29112932,14.07063772,0.788348917,0.006236563,5.320402735,1.628570373,0.251358851,0.638000443,0.075074103,0.600463391,1.200926774,0.600463391,0.2138218,0.4276436,6.99548261,3.502595234,0.253698694,2.960249557,0.701381458,88.64503714,54.23343432,15.95865108,33.71873807,0.16741525,0.260423004,0.363624008,0.208537738,4.007752354,142.8784715,49.67738914,1,3,3,4,4,4,2,3,1,1,4,2,2,1,2,4,3,2,2,2,3,4,4,1,2,2,4,3,4,4,1,1,2,1,4,4,3,4,1,1,1,2,2,2,2,3,2,2,1,2,2,2,2,3,2,3,2,3,2,2,2,1,2,3,2,2,2,3,4,3,2,3,2,2,2,2,2,2,2,2,2,2,1,3,3,2,4,3,1,2,2,3,1,4,2,2,3,3,4,3,3,3,3,3,4,4,1,4,2,1,3,3,3,3,3,3,1,1,3,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,1,4,2,4,4,2,2,3,2,3,4,2,3,2,4,2,2,2,4,2,2,2,2,3,2,1,4,4,2,1,3,2,1,3,3,3,3,3,3,3,3,3,1,3,2,2,2,3,1,4
2_1364,23.3,90.4493,11099.28,3.252466,18.03341434,14.77156105,32.30769708,13.74364372,1.475536308,0.015297231,5.263154026,0.088880835,0.303439908,0.347880326,0.606879821,0.044440418,0.088880835,0.044440418,0,0,9.266474235,1.630920176,0.053716815,1.913742444,0.654520363,96.40845902,60.80703603,14.72693129,37.97044799,0.425579559,0.178715197,0.159176515,0.236528729,1.435961726,157.2154951,52.69737927,2,1,1,4,4,4,4,4,1,1,4,2,2,2,2,2,1,2,2,2,2,1,4,2,1,1,4,3,4,4,1,1,2,1,4,2,3,1,1,2,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,1,1,1,4,3,1,1,1,1,1,1,2,1,2,2,2,1,1,4,2,2,2,1,1,3,3,2,4,3,3,2,1,1,1,4,3,1,3,1,1,1,1,4,1,1,2,4,1,1,2,2,4,2,2,2,2,3,2,2,2,2,2,1,2,1,2,3,3,2,3,1,2,1,2,2,2,3,3,4,1,1,3,2,3,2,3,4,2,1,3,1,1,4,1,2,2,2,2,3,3,1,1,1,1,1,1,1,2,2,3,3,3,3,1,3,3,3,3,3,3,2,2,2,3,1,1
2_1369,8.1,89.115,12702.04,3.544006,22.07270467,14.52124083,31.95476532,12.45450254,1.47335281,0.015297231,4.135168667,0.095505411,0.302486903,0.300555288,0.555289489,0.022910545,0.045821091,0.022910545,0.02484216,0.04968432,10.28709373,0.54558163,0.053716815,1.06657002,0.566729408,101.9546926,63.99021291,13.96543874,40.07690952,0.447389881,0.18840364,0.020185873,0.344020607,1.324500342,165.9449055,54.04234827,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,2,2,4,1,1,4,1,1,1,4,3,4,4,4,1,2,1,4,4,3,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,4,1,1,1,1,3,1,1,1,1,2,3,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,1,2,2,2,4,1,2,4,2,2,2,1,2,4,2,1,2,2,2,2,3,2,2,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,2,1,2,4,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,4,1,3,3,3,3,1,3,2,2,2,3,1,1
2_1375,24.8,89.3943,11602.19,3.207006,18.02292488,14.89299944,32.41546039,13.7536359,1.475536308,0.015297231,5.212427009,0.088880835,0.303439908,0.347880326,0.606879821,0.044440418,0.088880835,0.044440418,0,0,8.973296918,1.859378438,0.053716815,1.800484099,0.652107415,96.47183367,60.5121352,14.81725598,37.75811687,0.421825854,0.162516018,0.167240509,0.248417619,1.435961726,156.9839689,52.57537285,2,1,1,4,4,4,4,4,1,1,4,2,2,2,2,2,1,2,2,2,2,1,4,2,1,1,4,3,4,4,1,1,2,1,4,2,3,1,1,2,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,1,1,1,4,3,1,1,1,1,1,1,2,1,2,2,2,1,1,4,2,2,2,1,1,3,3,2,4,3,3,2,1,1,1,4,3,1,3,1,1,1,1,4,1,1,2,4,1,1,2,2,4,2,2,2,2,3,2,2,2,2,2,1,2,1,2,3,3,2,3,3,2,1,4,1,2,3,3,4,2,1,1,1,3,1,1,4,2,1,4,2,1,4,4,1,2,2,2,2,1,1,1,1,1,3,1,3,2,1,3,3,3,3,3,3,3,3,3,1,3,2,4,2,2,1,1
2_1385,32,90.8186,10944.63,2.723405,12.49327409,15.42171318,32.69667741,14.1663233,0.794512635,0.006236563,5.307135329,1.455986228,0.343814643,0.644164161,0.259985688,0.514171318,1.028342629,0.514171318,0.2138218,0.4276436,6.99548261,3.502595234,0.253698694,2.960249557,0.706454165,88.29721829,53.59947141,16.33435297,33.26569299,0.15678191,0.235532055,0.389058597,0.218627438,3.946115157,141.8966897,49.60004596,1,3,3,4,4,4,2,3,3,1,4,2,2,1,2,4,3,2,2,2,3,4,4,1,1,2,4,3,4,4,1,1,2,1,4,4,3,4,1,1,1,2,2,2,2,3,2,2,1,2,2,2,2,3,2,3,2,3,2,2,2,1,2,3,2,2,2,3,4,3,2,3,4,2,2,2,2,2,2,2,2,2,1,3,3,2,4,3,1,2,2,3,1,4,2,2,3,3,4,3,3,3,3,3,4,4,1,4,2,1,3,3,3,3,3,3,1,3,3,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,1,4,2,4,4,2,2,3,2,3,4,2,3,2,4,2,3,2,4,2,2,2,2,3,2,1,4,4,2,1,3,2,1,3,3,3,3,3,3,3,3,3,1,3,2,4,2,2,1,1
2_1392,20.4,92.41,11082.51,3.23068,18.39982104,14.27631137,31.00923186,12.90154874,1.043747254,0.006236563,4.579852185,1.034104285,0.257599616,0.624005716,0.364553189,0.441729123,0.883458239,0.441729123,0.075323023,0.150646046,8.865216097,2.032178314,0.156620112,2.456088121,0.631936689,96.2489768,60.40667697,14.26443134,37.79154396,0.345690358,0.277010497,0.123982293,0.253316852,3.239044074,156.6556538,52.0559753,1,2,1,4,4,4,4,4,1,1,4,2,2,2,2,4,2,2,2,2,1,4,4,1,1,1,4,3,4,4,1,1,2,1,4,4,3,1,1,2,2,1,2,4,1,1,2,2,1,1,3,2,3,1,2,3,3,2,2,2,2,2,2,1,1,2,2,2,4,3,2,2,4,4,2,2,2,2,2,4,2,4,1,1,4,2,3,4,1,2,2,3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,4,2,2,2,2,1,2,2,1,4,2,1,2,1,3,3,3,2,3,3,2,4,4,2,4,3,3,4,2,4,2,2,3,2,2,1,1,1,1,2,1,3,2,4,2,2,2,3,3,1,1,4,4,2,1,4,2,2,1,3,3,3,1,3,3,3,3,1,3,2,2,2,3,1,1
2_1393,3.9,88.8214,12720.66,3.568635,21.85972208,14.20415401,31.95763165,12.84160527,1.517569793,0.015297231,4.628242124,0.095505411,0.332951086,0.331019471,0.616217856,0.022910545,0.045821091,0.022910545,0.02484216,0.04968432,10.3505184,0.482156957,0.102903297,0.49833672,0.602119462,100.8806266,63.94199501,13.53643399,40.10351792,0.455499178,0.253368627,0.011578239,0.279553956,1.446357075,164.8226216,53.63995191,2,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,1,2,2,2,1,1,4,2,1,1,4,3,4,4,1,1,2,1,4,4,3,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,3,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,3,2,1,1,4,1,1,1,1,1,4,1,1,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,1,2,4,3,4,2,2,1,2,2,2,2,2,2,2,4,2,1,2,4,2,2,3,2,2,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,2,1,2,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,3,4,1,1,1,2,2,3,1,1
2_1395,31.8,91.2379,10631.54,2.725386,12.45740978,15.43178321,32.7840444,14.24117711,0.84685417,0.006236563,5.363204434,1.406301908,0.318972483,0.644164161,0.259985688,0.514171318,1.028342629,0.514171318,0.18897964,0.377959279,6.899698409,3.502595234,0.253698694,2.960249557,0.708588682,88.31232035,53.4641188,16.31334402,33.16482183,0.156154135,0.239738794,0.387770687,0.216336384,3.846746516,141.7764392,49.47816584,1,3,3,4,4,4,2,3,3,1,4,2,2,1,2,4,3,2,2,2,3,4,4,1,1,2,4,3,4,4,1,1,2,1,4,4,3,4,1,1,1,2,2,2,2,3,2,2,1,2,2,2,2,3,2,3,2,3,2,2,2,1,2,3,4,2,2,3,4,3,2,3,4,2,2,2,2,2,2,2,2,2,1,3,3,2,4,3,1,2,2,3,1,4,2,2,3,3,4,3,3,3,3,3,4,4,1,4,2,1,3,3,3,3,3,3,1,3,3,3,4,4,2,3,3,3,3,3,3,3,4,3,3,3,3,3,4,2,4,4,2,2,3,2,3,4,2,3,2,4,2,3,2,4,2,2,2,2,3,2,1,4,4,2,1,3,2,1,3,3,3,3,3,3,3,3,3,1,3,2,2,2,3,1,1
2_1396,6,90.145,11228.55,3.392762,19.94697246,14.20132611,31.25171416,13.47590421,1.331289917,0,5.207830296,0.495117361,0.346008689,0.479960538,0.583687641,0.18811672,0.381510529,0.18811672,0.064719055,0.124161017,9.868361443,1.029032968,0,0.836170185,0.664655869,97.8649949,62.85195074,13.60757526,39.41374779,0.508038107,0.22250411,0.072109971,0.197347813,2.356280908,160.7169456,53.02132305,1,3,3,4,3,4,2,2,1,3,3,1,4,2,2,2,3,2,2,2,1,1,4,2,1,1,4,3,4,4,1,1,2,1,4,4,3,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,3,2,1,3,3,2,3,1,4,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,4,2,2,1,2,3,1,2,1,2,2,2,3,3,4,1,1,3,1,1,1,1,1,1,1,1,2,1,4,1,2,2,2,2,2,2,1,1,4,1,2,1,2,2,1,1,3,1,3,3,3,3,3,3,1,3,1,2,2,2,1,1
2_1406,16.7,91.9386,10222.81,3.043988,14.89217617,14.05533098,30.54249344,14.21589136,0.556710702,0,6.167291664,1.782395951,0.460461849,0.548347009,0.122887972,0.486903023,0.979083131,0.486903023,0.409572048,0.813867004,9.241233804,1.708583041,0.156620112,2.373247732,0.769950066,89.4723957,59.01684398,14.22584157,37.12361181,0.376438381,0.315265931,0.261134913,0.047160775,4.30802506,148.4892397,51.34945338,1,2,2,2,3,3,3,3,1,3,3,3,1,3,3,3,3,2,3,2,3,3,3,4,3,3,2,2,1,3,1,3,2,1,4,2,3,1,1,1,4,2,1,1,1,1,1,2,1,1,3,2,2,3,2,3,2,3,2,2,2,1,2,3,2,2,2,3,4,3,2,3,2,2,2,2,2,2,2,2,2,2,1,3,3,2,4,3,3,2,3,4,1,4,3,1,3,1,1,1,1,4,1,1,2,4,1,1,2,2,4,2,2,2,2,3,2,2,2,2,2,1,2,1,2,3,3,4,3,1,2,1,2,2,2,3,3,4,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,4,2,2,2,2,2,1,1,4,1,2,1,1,1,1,1,3,3,3,1,3,2,3,3,1,4,2,2,1,3,1,1
2_1410,20.6,92.5471,11173.16,3.21127,18.60275071,14.39560327,31.16865364,12.69847241,1.05107408,0.015297231,4.313713052,1.039713269,0.245487907,0.6146985,0.340329772,0.444533615,0.889067224,0.444533615,0.075323023,0.150646046,8.865216097,2.032178314,0.156620112,2.456088121,0.615637979,96.73549013,60.32315267,14.4266075,37.71567101,0.332888929,0.26805338,0.123037395,0.276020296,3.204619701,157.0586428,52.14227852,2,4,4,4,4,4,4,4,4,4,2,1,2,2,2,2,1,2,2,2,1,1,4,2,1,1,4,3,4,4,1,1,2,1,4,4,3,1,1,2,2,1,2,4,1,1,2,2,1,1,3,2,3,1,2,3,3,2,2,2,2,2,2,1,1,2,2,2,4,3,2,2,4,4,2,2,2,2,2,4,2,4,1,1,2,2,3,4,1,2,2,3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,4,2,2,2,2,1,2,2,1,4,2,1,2,1,3,3,3,2,3,3,2,4,4,2,4,3,3,4,2,4,2,2,3,2,2,1,1,1,1,2,1,3,2,4,2,2,2,3,3,1,4,4,1,2,1,1,2,1,1,3,1,3,3,3,3,3,3,1,3,2,2,2,2,1,1
